,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
85730,43469,Matteo Guarise,M,25.0,182.0,,Italy-2,ITA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Pairs,
85732,43471,Adriano Guarnieri,M,21.0,,,Italy,ITA,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Alpine Skiing,Alpine Skiing Men's Combined,
85762,43489,Mario Gubiani,M,,,,Italy,ITA,1906 Summer,1906,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,
85763,43489,Mario Gubiani,M,,,,Italy,ITA,1906 Summer,1906,Summer,Athina,Gymnastics,"Gymnastics Men's Individual All-Around, 5 Events",
85764,43489,Mario Gubiani,M,,,,Roma,ITA,1906 Summer,1906,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,
85810,43512,"Tatiana ""Tania"" Guderzo",F,19.0,160.0,55.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Women's Road Race, Individual",
85811,43512,"Tatiana ""Tania"" Guderzo",F,19.0,160.0,55.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's Individual Time Trial,
85812,43512,"Tatiana ""Tania"" Guderzo",F,23.0,160.0,55.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Women's Road Race, Individual",Bronze
85813,43512,"Tatiana ""Tania"" Guderzo",F,23.0,160.0,55.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Women's Individual Time Trial,
85814,43512,"Tatiana ""Tania"" Guderzo",F,27.0,160.0,55.0,Italy,ITA,2012 Summer,2012,Summer,London,Cycling,"Cycling Women's Road Race, Individual",
85815,43512,"Tatiana ""Tania"" Guderzo",F,27.0,160.0,55.0,Italy,ITA,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Individual Time Trial,
85816,43512,"Tatiana ""Tania"" Guderzo",F,31.0,160.0,55.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",
85817,43512,"Tatiana ""Tania"" Guderzo",F,31.0,160.0,55.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,
85918,43565,Vincenzo Guerini,M,22.0,163.0,59.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,
85919,43565,Vincenzo Guerini,M,25.0,163.0,59.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,
85934,43575,Elvira Guerra,F,,,,Italy,ITA,1900 Summer,1900,Summer,Paris,Equestrianism,Equestrianism Mixed Hacks And Hunter Combined,
85935,43576,Gino Guerra,M,23.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Cycling,"Cycling Men's 1,000 metres Time Trial",
85970,43589,Pietro Paolo Guerra,M,21.0,171.0,71.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
86016,43618,Giancarlo Guerrini,M,20.0,181.0,72.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,Gold
86017,43618,Giancarlo Guerrini,M,24.0,181.0,72.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Water Polo,Water Polo Men's Water Polo,
86018,43618,Giancarlo Guerrini,M,28.0,181.0,72.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Water Polo,Water Polo Men's Water Polo,
86080,43652,Edith Gufler,F,21.0,178.0,65.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Women's Air Rifle, 10 metres",Silver
86092,43662,Savino Guglielmetti,M,20.0,167.0,,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Individual All-Around,
86093,43662,Savino Guglielmetti,M,20.0,167.0,,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Gold
86094,43662,Savino Guglielmetti,M,20.0,167.0,,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Floor Exercise,
86095,43662,Savino Guglielmetti,M,20.0,167.0,,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Horse Vault,Gold
86096,43662,Savino Guglielmetti,M,20.0,167.0,,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Parallel Bars,
86097,43662,Savino Guglielmetti,M,20.0,167.0,,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Horizontal Bar,
86098,43662,Savino Guglielmetti,M,24.0,167.0,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
86099,43662,Savino Guglielmetti,M,24.0,167.0,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,
86100,43662,Savino Guglielmetti,M,24.0,167.0,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
86101,43662,Savino Guglielmetti,M,24.0,167.0,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
86102,43662,Savino Guglielmetti,M,24.0,167.0,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
86103,43662,Savino Guglielmetti,M,24.0,167.0,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
86104,43662,Savino Guglielmetti,M,24.0,167.0,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
86105,43662,Savino Guglielmetti,M,24.0,167.0,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
86106,43662,Savino Guglielmetti,M,36.0,167.0,,Italy,ITA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,
86107,43662,Savino Guglielmetti,M,36.0,167.0,,Italy,ITA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,
86108,43662,Savino Guglielmetti,M,36.0,167.0,,Italy,ITA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,
86109,43662,Savino Guglielmetti,M,36.0,167.0,,Italy,ITA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,
86110,43662,Savino Guglielmetti,M,36.0,167.0,,Italy,ITA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,
86111,43662,Savino Guglielmetti,M,36.0,167.0,,Italy,ITA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,
86112,43662,Savino Guglielmetti,M,36.0,167.0,,Italy,ITA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Rings,
86113,43662,Savino Guglielmetti,M,36.0,167.0,,Italy,ITA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,
86136,43679,Maria Guida,F,30.0,160.0,49.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Women's 10,000 metres",
86146,43685,Luigi Guido,M,24.0,185.0,90.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Half-Heavyweight,
86147,43685,Luigi Guido,M,28.0,185.0,90.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Half-Heavyweight,
86148,43685,Luigi Guido,M,32.0,185.0,90.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Half-Heavyweight,
86196,43692,Martina Guiggi,F,24.0,187.0,80.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,
86197,43692,Martina Guiggi,F,32.0,187.0,80.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,
86199,43694,Charlene Edith Magali Guignard,F,24.0,158.0,,Italy-2,ITA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,
86200,43694,Charlene Edith Magali Guignard,F,24.0,158.0,,Italy,ITA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,
86324,43754,Luciana Guindani,F,23.0,167.0,61.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",
86451,43835,Maria Loreta Gulotta,F,29.0,174.0,63.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Individual",
86452,43835,Maria Loreta Gulotta,F,29.0,174.0,63.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",
86884,44072,Ren Gusperti,M,21.0,193.0,82.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 50 metres Freestyle,
86885,44072,Ren Gusperti,M,25.0,193.0,82.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 50 metres Freestyle,
87064,44162,Giancarlo Gutierrez,M,23.0,,,Italy,ITA,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",
87065,44162,Giancarlo Gutierrez,M,23.0,,,Italy,ITA,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",
87334,44282,Michela Guzzetti,F,20.0,173.0,59.0,Italy,ITA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Breaststroke,
87335,44282,Michela Guzzetti,F,20.0,173.0,59.0,Italy,ITA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
87337,44284,Chiara Guzzonato,F,24.0,178.0,65.0,Italy,ITA,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Women's Basketball,
87393,44319,Edwige Jeanne Gwend,F,22.0,163.0,63.0,Italy,ITA,2012 Summer,2012,Summer,London,Judo,Judo Women's Half-Middleweight,
87394,44319,Edwige Jeanne Gwend,F,26.0,163.0,63.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,
88900,45072,Katja Haller,F,21.0,162.0,61.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 15 kilometres,
88901,45072,Katja Haller,F,21.0,162.0,61.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,
88902,45072,Katja Haller,F,25.0,162.0,61.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 7.5 kilometres Sprint,
88903,45072,Katja Haller,F,25.0,162.0,61.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 10 kilometres Pursuit,
88904,45072,Katja Haller,F,29.0,162.0,61.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 7.5 kilometres Sprint,
88905,45072,Katja Haller,F,29.0,162.0,61.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 10 kilometres Pursuit,
88906,45072,Katja Haller,F,29.0,162.0,61.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 15 kilometres,
88907,45072,Katja Haller,F,29.0,162.0,61.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,
91571,46413,Oswald Haselrieder,M,20.0,178.0,71.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Luge,Luge Men's Singles,
91572,46413,Oswald Haselrieder,M,26.0,178.0,71.0,Italy-2,ITA,1998 Winter,1998,Winter,Nagano,Luge,Luge Mixed (Men)'s Doubles,
91573,46413,Oswald Haselrieder,M,30.0,178.0,71.0,Italy-2,ITA,2002 Winter,2002,Winter,Salt Lake City,Luge,Luge Mixed (Men)'s Doubles,
91574,46413,Oswald Haselrieder,M,34.0,178.0,71.0,Italy-1,ITA,2006 Winter,2006,Winter,Torino,Luge,Luge Mixed (Men)'s Doubles,Bronze
91575,46413,Oswald Haselrieder,M,38.0,178.0,71.0,Italy-2,ITA,2010 Winter,2010,Winter,Vancouver,Luge,Luge Mixed (Men)'s Doubles,
91712,46468,Ernst Haspinger,M,20.0,176.0,84.0,Italy-1,ITA,1976 Winter,1976,Winter,Innsbruck,Luge,Luge Mixed (Men)'s Doubles,
91713,46468,Ernst Haspinger,M,24.0,176.0,84.0,Italy,ITA,1980 Winter,1980,Winter,Lake Placid,Luge,Luge Men's Singles,
91714,46468,Ernst Haspinger,M,28.0,176.0,84.0,Italy,ITA,1984 Winter,1984,Winter,Sarajevo,Luge,Luge Men's Singles,
93002,47116,Werner Heel,M,27.0,184.0,85.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Downhill,
93003,47116,Werner Heel,M,27.0,184.0,85.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Super G,
93004,47116,Werner Heel,M,31.0,184.0,85.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Downhill,
93005,47116,Werner Heel,M,31.0,184.0,85.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Super G,
93181,47184,Fabian Heidegger,M,20.0,175.0,65.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's Windsurfer,
93610,47393,Armin Helfer,M,25.0,191.0,88.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,
93661,47414,Gnther Hell,M,27.0,176.0,84.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,
94524,47841,Paolo Herbert,M,,,,Italy-1,ITA,1924 Winter,1924,Winter,Chamonix,Bobsleigh,Bobsleigh Men's Four/Five,
94640,47894,"Antoine ""Antonio"" Herin",M,,,,Italy,ITA,1924 Winter,1924,Winter,Chamonix,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,
95154,48187,Hugo Herrnhof,M,27.0,182.0,75.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",
95155,48187,Hugo Herrnhof,M,27.0,182.0,75.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",
95156,48187,Hugo Herrnhof,M,29.0,182.0,75.0,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
95880,48538,Paul-Peter Hildgartner,M,19.0,178.0,79.0,Italy,ITA,1972 Winter,1972,Winter,Sapporo,Luge,Luge Men's Singles,
95881,48538,Paul-Peter Hildgartner,M,19.0,178.0,79.0,Italy-1,ITA,1972 Winter,1972,Winter,Sapporo,Luge,Luge Mixed (Men)'s Doubles,Gold
95882,48538,Paul-Peter Hildgartner,M,23.0,178.0,79.0,Italy,ITA,1976 Winter,1976,Winter,Innsbruck,Luge,Luge Men's Singles,
95883,48538,Paul-Peter Hildgartner,M,23.0,178.0,79.0,Italy-2,ITA,1976 Winter,1976,Winter,Innsbruck,Luge,Luge Mixed (Men)'s Doubles,
95884,48538,Paul-Peter Hildgartner,M,27.0,178.0,79.0,Italy,ITA,1980 Winter,1980,Winter,Lake Placid,Luge,Luge Men's Singles,Silver
95885,48538,Paul-Peter Hildgartner,M,31.0,178.0,79.0,Italy,ITA,1984 Winter,1984,Winter,Sarajevo,Luge,Luge Men's Singles,Gold
95886,48538,Paul-Peter Hildgartner,M,35.0,178.0,79.0,Italy,ITA,1988 Winter,1988,Winter,Calgary,Luge,Luge Men's Singles,
96949,49092,David Hofer,M,26.0,178.0,70.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's Sprint,
96950,49092,David Hofer,M,26.0,178.0,70.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,
96951,49092,David Hofer,M,30.0,178.0,70.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's Sprint,
96952,49092,David Hofer,M,30.0,178.0,70.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
96953,49092,David Hofer,M,30.0,178.0,70.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
96955,49094,Lukas Hofer,M,20.0,175.0,62.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 10 kilometres Sprint,
96956,49094,Lukas Hofer,M,20.0,175.0,62.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,
96957,49094,Lukas Hofer,M,20.0,175.0,62.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 20 kilometres,
96958,49094,Lukas Hofer,M,20.0,175.0,62.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,
96959,49094,Lukas Hofer,M,24.0,175.0,62.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 10 kilometres Sprint,
96960,49094,Lukas Hofer,M,24.0,175.0,62.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Bronze
96961,49094,Lukas Hofer,M,24.0,175.0,62.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,
96962,49094,Lukas Hofer,M,24.0,175.0,62.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 15 kilometres Mass Start,
96963,49094,Lukas Hofer,M,24.0,175.0,62.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 20 kilometres,
96964,49094,Lukas Hofer,M,24.0,175.0,62.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,
96972,49097,Paola Hofer,F,22.0,,,Italy,ITA,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Women's Downhill,
96973,49097,Paola Hofer,F,22.0,,,Italy,ITA,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
96974,49097,Paola Hofer,F,22.0,,,Italy,ITA,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Women's Slalom,
98063,49629,Heinz Hubert Holzer,M,23.0,,,Italy,ITA,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Men's Super G,
98064,49629,Heinz Hubert Holzer,M,23.0,,,Italy,ITA,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
98067,49632,Patrick Holzer,M,21.0,184.0,83.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Super G,
98068,49632,Patrick Holzer,M,21.0,184.0,83.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
98069,49632,Patrick Holzer,M,27.0,184.0,83.0,Italy,ITA,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
98435,49819,Gloria Hooper,F,20.0,174.0,63.0,Italy,ITA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 200 metres,
98436,49819,Gloria Hooper,F,24.0,174.0,63.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,
98729,49963,Stefanie Horn,F,25.0,168.0,59.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, Slalom",
99178,50183,Ondrej Hotarek,M,30.0,181.0,,Italy-1,ITA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Pairs,
99179,50183,Ondrej Hotarek,M,30.0,181.0,,Italy,ITA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,
99465,50346,Andrew Curtis Howe-Besozzi,M,19.0,184.0,73.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 200 metres,
99466,50346,Andrew Curtis Howe-Besozzi,M,23.0,184.0,73.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Long Jump,
99967,50585,Jie Hua,F,36.0,174.0,68.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,
100203,50698,Arnold Eberhard Huber,M,26.0,177.0,76.0,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Luge,Luge Men's Singles,
100224,50708,Gnther Huber,M,26.0,177.0,89.0,Italy-1,ITA,1992 Winter,1992,Winter,Albertville,Bobsleigh,Bobsleigh Men's Two,
100225,50708,Gnther Huber,M,26.0,177.0,89.0,Italy-2,ITA,1992 Winter,1992,Winter,Albertville,Bobsleigh,Bobsleigh Men's Four,
100226,50708,Gnther Huber,M,28.0,177.0,89.0,Italy-1,ITA,1994 Winter,1994,Winter,Lillehammer,Bobsleigh,Bobsleigh Men's Two,Bronze
100227,50708,Gnther Huber,M,28.0,177.0,89.0,Italy-2,ITA,1994 Winter,1994,Winter,Lillehammer,Bobsleigh,Bobsleigh Men's Four,
100228,50708,Gnther Huber,M,32.0,177.0,89.0,Italy-1,ITA,1998 Winter,1998,Winter,Nagano,Bobsleigh,Bobsleigh Men's Two,Gold
100229,50708,Gnther Huber,M,32.0,177.0,89.0,Italy-1,ITA,1998 Winter,1998,Winter,Nagano,Bobsleigh,Bobsleigh Men's Four,
100230,50708,Gnther Huber,M,36.0,177.0,89.0,Italy-1,ITA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,
100252,50717,Norbert Huber,M,19.0,173.0,76.0,Italy,ITA,1984 Winter,1984,Winter,Sarajevo,Luge,Luge Men's Singles,
100253,50717,Norbert Huber,M,19.0,173.0,76.0,Italy-1,ITA,1984 Winter,1984,Winter,Sarajevo,Luge,Luge Mixed (Men)'s Doubles,
100254,50717,Norbert Huber,M,27.0,173.0,76.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Luge,Luge Men's Singles,
100255,50717,Norbert Huber,M,27.0,173.0,76.0,Italy-1,ITA,1992 Winter,1992,Winter,Albertville,Luge,Luge Mixed (Men)'s Doubles,Bronze
100256,50717,Norbert Huber,M,29.0,173.0,76.0,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Luge,Luge Men's Singles,
100257,50717,Norbert Huber,M,29.0,173.0,76.0,Italy-2,ITA,1994 Winter,1994,Winter,Lillehammer,Luge,Luge Mixed (Men)'s Doubles,Silver
100258,50717,Norbert Huber,M,33.0,173.0,76.0,Italy,ITA,1998 Winter,1998,Winter,Nagano,Luge,Luge Men's Singles,
100283,50732,"Wilfried ""Willy"" Huber",M,17.0,172.0,76.0,Italy-1,ITA,1988 Winter,1988,Winter,Calgary,Luge,Luge Mixed (Men)'s Doubles,
100284,50732,"Wilfried ""Willy"" Huber",M,21.0,172.0,76.0,Italy-2,ITA,1992 Winter,1992,Winter,Albertville,Luge,Luge Mixed (Men)'s Doubles,
100285,50732,"Wilfried ""Willy"" Huber",M,23.0,172.0,76.0,Italy-1,ITA,1994 Winter,1994,Winter,Lillehammer,Luge,Luge Mixed (Men)'s Doubles,Gold
100286,50732,"Wilfried ""Willy"" Huber",M,27.0,172.0,76.0,Italy-1,ITA,1998 Winter,1998,Winter,Nagano,Luge,Luge Mixed (Men)'s Doubles,
100287,50732,"Wilfried ""Willy"" Huber",M,31.0,172.0,76.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Luge,Luge Men's Singles,
100288,50732,"Wilfried ""Willy"" Huber",M,35.0,172.0,76.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Luge,Luge Men's Singles,
101777,51472,Giuseppe Iachini,M,24.0,168.0,69.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,
101823,51492,Giulia Iannotti,F,22.0,166.0,55.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Women's Trap,
101825,51494,Gaetano Iannuzzi,M,28.0,160.0,48.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,
101826,51494,Gaetano Iannuzzi,M,32.0,160.0,48.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,
101973,51580,Norma Icardi,F,17.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,
102045,51618,Josefa Idem-Guerrini,F,27.0,176.0,67.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",
102046,51618,Josefa Idem-Guerrini,F,31.0,176.0,67.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze
102047,51618,Josefa Idem-Guerrini,F,35.0,176.0,67.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold
102048,51618,Josefa Idem-Guerrini,F,39.0,176.0,67.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver
102049,51618,Josefa Idem-Guerrini,F,43.0,176.0,67.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver
102050,51618,Josefa Idem-Guerrini,F,47.0,176.0,67.0,Italy,ITA,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",
102057,51625,Emanuele Idini,M,21.0,186.0,83.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
102058,51625,Emanuele Idini,M,21.0,186.0,83.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
102059,51625,Emanuele Idini,M,25.0,186.0,83.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
102083,51643,Giulio Iellini,M,24.0,190.0,79.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,
102084,51643,Giulio Iellini,M,28.0,190.0,79.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,
102099,51651,Noemi Iezzi,F,17.0,165.0,45.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
102578,51889,Pierpaolo Illuminati,M,25.0,180.0,82.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,
